gender,age,know_this_game,playing_experience,third_person_commentary,first_person_commentary,place,user_id,score,original_file,delay,utterance_id,topic_tag
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user13339_20241205190335-0946,5,MF23,-1.5,23,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user13339_20241205190335-0946,1,MM3,0.75,23,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user13339_20241205190335-0946,2,MM4,1.75,8,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user13339_20241205190335-0946,5,FF2,-0.75,15,ファイター
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user13339_20241205190335-0946,3,MF13,1,17,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF11,-0.5,14,ファイター
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,FF1,0,38,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,FF1,-0.75,23,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF21,-0.75,5,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF12,0.5,17,ファイター
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF23,-1,14,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF22,-1.25,4,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,FF1,0.75,12,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MM3,1.25,24,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF13,1.25,3,ファイター
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MM1,0.5,12,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF13,1.75,28,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,2,MM1,1.75,28,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF11,1.5,13,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF21,-1.5,4,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MM4,-1.5,19,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MM4,-0.5,9,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MM1,1.5,8,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF11,0,13,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF12,-1,29,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MM2,1,9,アイテム
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,MF21,-1.25,3,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,5,FF3,0.75,10,対戦風景
男性,30代,知っている,日常的に頻繁にやっており，競うより楽しむことを目的としてプレイをすることが多い,よく見る,よく見る,自宅,user08340_20241205190932-0447,4,MF14,1,13,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,2,FF3,1,9,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,FF1,-0.75,12,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MM3,1.5,8,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF11,1.25,14,ファイター
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MM2,0,18,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF23,-0.5,12,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF12,0,31,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,2,MF14,1,22,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF21,0.5,11,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MM2,0.75,26,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MM3,-1.5,5,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MM1,1.75,14,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MM1,0.75,10,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MM3,-0.5,5,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MM3,-1.25,24,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,2,MM3,0.5,13,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF23,-1,20,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,1,FF2,1.5,27,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,FF4,-1,31,対戦結果
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF21,1.75,4,対戦風景
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,2,FF3,1.25,28,対戦結果
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,4,MF22,-1.25,4,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,MF22,-0.75,15,アイテム
男性,30代,知っている,機会があれば，家族や友人とプレイをすることもある程度,見たことがない,数回程度見たことがある,職場,user64945_20241205190426-0391,5,FF3,-1.5,13,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,MF14,-0.5,13,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,FF4,1.25,15,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MM1,-1.25,21,アイテム
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,MF24,-0.75,23,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF14,-1,12,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,MF11,-1.5,21,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,FF1,-1.5,21,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,FF1,0.75,39,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,FF4,0.5,23,アイテム
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MM4,0,6,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,5,FF1,-1,34,アイテム
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF11,1.25,14,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,MF23,1.5,21,アイテム
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF14,1.75,23,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MM3,0,8,アイテム
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,2,MF23,0.5,4,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF14,0.75,23,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF11,-0.5,12,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,FF4,1.5,12,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF14,-0.75,15,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,MM2,1.75,31,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MF14,1,1,ファイター
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,4,MF23,1,14,対戦風景
男性,50代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user82575_20241205192040-1028,3,MM2,-1.25,28,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,1,MF12,1.25,3,ファイター
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,FF1,1.5,44,ファイター
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,FF3,1,5,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,FF4,0.75,20,ファイター
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,MF13,-1,27,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,4,MM4,-1.5,13,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MF14,0.5,15,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,FF2,1,34,対戦結果
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MM2,-1.25,8,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,4,MM2,-0.75,5,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,5,FF1,-0.5,25,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,FF2,1.75,22,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,1,MM3,1.75,16,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MM1,1.25,1,ファイター
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,MM2,1.5,29,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MF22,-1,13,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,FF4,0,22,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,MF23,-1.25,15,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MM4,-1.5,20,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,MF21,-0.75,24,対戦風景
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,FF3,0.75,8,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,5,MF22,-0.5,13,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,3,MF21,0.5,21,アイテム
男性,40代,知っている,自分でプレイした経験はないが，対戦動画をみたことがある程度,見たことがない,見たことがない,自宅,user89916_20241205190454-0300,2,MM3,0,16,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,FF2,-1.25,11,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,FF3,0,7,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,3,MF11,0.75,10,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,FF1,-0.75,22,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,MF12,-1.5,6,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,FF1,-1.5,15,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,1,MF12,1.25,29,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,MF23,0.5,6,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,2,MF21,0.75,9,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,FF3,-1,24,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,3,MM4,1.5,6,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,3,MF21,1.75,6,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,FF3,-0.5,6,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,MM3,-1.25,6,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,FF3,-0.75,18,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,3,FF2,-0.5,6,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,3,MF23,1.5,3,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,4,MM3,0,7,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,2,MF12,1.25,15,ファイター
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,FF2,-1,34,対戦結果
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,MF23,1.75,20,アイテム
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,1,MF22,1,22,対戦風景
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,5,MF12,0.5,33,対戦結果
男性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user02525_20241205191030-0049,1,MM3,1,15,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,2,MM1,0.5,17,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,MM1,-1,13,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,MM2,0,11,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,MF23,-1.5,19,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,FF2,-0.75,13,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,MM3,0.75,16,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,FF2,1.75,23,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,FF3,-0.75,21,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,MF22,1.75,10,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,3,MF12,-0.5,6,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,MM3,0.75,13,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,MM4,1.5,17,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,MM2,-1.25,14,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,FF2,0.5,29,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,FF1,0,30,ファイター
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,FF4,-1.25,25,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,MM2,1.25,18,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,MM3,1.5,27,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,MM1,1,25,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,MM2,-0.5,28,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,2,MM1,1,17,対戦風景
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,MF14,-1,16,アイテム
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,5,FF2,1.25,7,ファイター
女性,40代,知っている,機会があれば，家族や友人とプレイをすることもある程度,数回程度見たことがある,数回程度見たことがある,自宅,user46853_20241205192338-0617,4,FF1,-1.5,30,ファイター
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,MM1,-0.75,22,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,4,MM4,-1,12,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,MF13,-1.25,4,ファイター
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,4,MF12,1.5,18,ファイター
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,2,MF14,1.75,7,ファイター
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,MF13,1.25,13,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,FF3,0.5,15,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,2,MM2,-0.75,10,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,2,MF24,-1.5,19,ファイター
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,4,FF3,1.75,9,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,5,FF1,0,41,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,4,MM2,0.75,12,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,MM2,1,13,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,MF13,-1.25,13,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,2,MF14,-0.5,21,対戦風景
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,2,MM2,0.75,14,アイテム
男性,60代,知らない,知らない,見たことがない,見たことがない,自宅,user80615_20241205193450-0274,3,FF4,-1.5,9,アイテム
